CODE,XMMC,XMDZ,location,pname,city,vname
24760,时尚名居,佛山市南海区丹灶镇金沙金兴路时尚名居,,,,
24762,西堤国际花园,广东省佛山市南海区狮山镇小塘三环东路8号,,,,
23685,天伦华府,佛山市南海区大沥镇金三东路4号,,,,
23689,桂城俊怡花园,桂城叠滘大道,,,,
23700,桂城名翠阁,桂城48街区,,,,
23702,桂城嘉乐园,桂城南二路,,,,
23709,西樵碧云轩,西樵樵乐路,,,,
23711,翠庭轩,南海区桂城海三路,,,,
23717,丽景苑,南海市里水镇夏塘路36号,,,,
23719,丽景花苑,佛山市南海区大沥沥中周合路,,,,
23721,怡雅苑,盐步蟾龙北路,,,,
23725,聚龙花园怡乐居,盐步海傍北路,,,,
23727,怡雅名苑,南海区丹灶镇金宁社区金业路4号怡雅名苑,,,,
23733,盐步聚龙花园,盐步蟾龙北路,,,,
26431,佛山市电力科技产业中心,佛山市南海区桂城街道季华东路33号,,,,
23737,桂城金菊村住宅小区,桂城南海大道金菊村,,,,
23750,西樵康和商贸中心,西樵联新管理区内,,,,
23756,碧湖花园,平洲,,,,
23764,晓峰豪庭,大沥横岗大浩湖渡假区内,,,,
23766,雍怡雅居,大沥横岗大浩湖渡假区内,,,,
23777,骏景豪苑,大沥横岗大浩湖渡假区内,,,,
23783,白天鹅花园,黄歧海北白天鹅花园,,,,
26443,广佛新世界庄园广环路嘉朗湖畔,佛山市南海区大沥镇高尔夫路333号,,,,
23791,嘉华大厦,大沥爱善坊,,,,
23797,兴隆大厦,大沥兴隆街兴隆大厦,,,,
23801,聚福苑,大沥兴隆街76号,,,,
23805,嘉惠楼,大沥联滘路嘉惠楼,,,,
23810,和基花园A区,南海区桂城南海大道中７号,,,,
23814,里水商贸中心,里水镇夏塘路,,,,
23817,毅怡新天地广场,佛山市南海区桂城街道桂平西路1号,,,,
23819,绿琴花城,南海市里水南盐路沙涌段,,,,
23825,金叶·阳光新城,佛山市南海区狮山镇松岗大道南13号,,,,
23857,星晖园,佛山市南海区桂城街道文华北路23号,,,,
24783,桂江农产品综合批发中心31栋,广东省佛山市南海区大沥镇沥雅路9号桂江农产品综合批发中心,,,,
24787,一德名苑,广东省佛山市南海区大沥镇沥雅路8号,,,,
24789,领地海纳天河花园,佛山市南海区大沥镇盐步盐秀路1号,,,,
24802,锦逸豪庭,佛山市南海区丹灶镇金宁社区金业路6号,,,,
24813,悦园小区（西区）,南海里水洲村村“岗美岗”,,,,
24817,糖果雅苑,佛山市南海区里水镇草场蟹坑村里横路糖果雅苑,,,,
24825,悦园小区(东区),南海区里水镇洲村“岗美岗”,,,,
24829,糖果花园,佛山市南海区里水镇草场大道中5号之一,,,,
24838,悦园小区地下室,里水镇洲村“岗美岗”,,,,
24842,悦园小区（南区）,南海里水洲村“岗美岗”,,,,
24846,嘉悦名居,佛山市南海区大沥镇黄岐街道广佛路黄岐段123号,,,,
24850,恒富嘉庭,罗村街道乐安乐城二路北3号,,,,
24856,峰景湾,佛山市南海区里水镇里水大道南51号,,,,
24862,科教新村,佛山市南海区丹灶镇科教路4号,,,,
24863,宏怡雅花苑,广东省佛山市南海区丹灶镇金宁社区金兴路12号,,,,
24865,时代峰云名居,南海区狮山镇阳光路5号,,,,
24879,奥米茄花园,南海区狮山镇人民路,,,,
24885,水韵尚都,南海区桂城街道海七路6号水韵尚都,,,,
24892,怡佳名苑,罗村街道新湖一路2号,,,,
24903,金域华庭,佛山市南海区大沥镇博爱东路3号,,,,
24919,和丰明苑,佛山市南海区丹灶镇工业大道13号,,,,
24931,海逸锦绣蓝湾,佛山市南海区里水镇甘蕉路101号海逸锦绣蓝湾,,,,
24941,月明轩,广东省佛山市南海区狮山镇小塘塘新中路28号,,,,
24943,洛涛居,广东省佛山市南海区狮山镇小塘兴隆街9号,,,,
24945,水晶湾花园,佛山市南海区狮山镇狮城路9号,,,,
24961,金棕榈湾,广东省佛山市南海区大沥镇虹岭四路33号,,,,
24982,金棕榈园,广东省佛山市南海区大沥镇长岗南路26号,,,,
24985,丽庭轩,广东省佛山市南海区狮山镇小塘四环路18号,,,,
24987,美邦公寓,广东省佛山市南海区桂城天佑三路11号,,,,
24990,都市晴园,佛山市南海区丹灶镇有为大道28号,,,,
24998,尚东豪庭,佛山市南海区狮山镇小塘四环路42号,,,,
25002,南海颐景园,佛山市南海区桂城华翠南路6号,,,,
25027,荟景豪庭,南海盐步联桂路,,,,
25043,嘉洲广场,佛山市南海区广佛一路98号,,,,
23534,南海湖景湾花园,南海狮山区狮山城区,,,,
23569,桂城翠湖新村,桂城南海大道中,,,,
23572,桂城翠湖新村-翠鸣苑,桂城南海大道中,,,,
23580,桂城泽景苑,桂城,,,,
23582,桂城俊怡花园旧区,桂城,,,,
26422,樵山明珠花园,佛山市南海区西樵镇-西樵,,,,
26429,樵山明珠花园,佛山市南海区西樵镇-西樵,,,,
23590,桂城海景花园,桂城海六路,,,,
23609,大沥星河广场,大沥城区芦村东侧,,,,
23612,盛大阳光花园,佛山市南海区西樵镇樵丹路5号,,,,
23615,融创理想家园,南海丹灶金沙桂丹西路8号,,,,
23623,地铁金融城,广东省佛山市南海区桂城街道海八东路32号,,,,
23633,九江商业大厦,南海区九江镇太平西路46号之一,,,,
23637,莲声雅居,佛山市南海区狮山镇莲子塘村东一村“北编兴”地段首层商铺,,,,
23642,怡翠世嘉花园,佛山市南海区桂城D11街区A宗地,,,,
23655,上林苑,广东省佛山市南海区狮山镇小塘三环东路9号,,,,
23669,新雅名轩,佛山市罗村街道北湖二路6号,,,,
23672,荣丰置业大厦,佛山市南海区丹灶镇珍丰路1号荣丰置业大厦,,,,
23674,银汇华庭,佛山市南海区丹灶镇金宁社区桂丹西路11号,,,,
23677,华创商业广场,广东省佛山市南海区大沥镇盐步广佛路平地段88号,,,,
22443,银丰花园综合楼,南海市盐步区广佛路横江路段银丰花园北区综合楼,,,,
22445,冠曦苑,佛山市南海区大沥镇广佛路横江段6号,,,,
22453,俊景花园,狮山中心城区,,,,
22485,俊景花园俊博苑,佛山市南海区狮山中心城区人民西路北侧,,,,
22495,和富家园,佛山市南海区狮山中心城区狮城中路和富家园,,,,
22500,俊景花园H区,佛山市南海狮山俊景花园H区,,,,
22516,俊景花园B区,佛山市南海区狮山俊景花园B区,,,,
22525,穆天子山庄,南海市狮山区狮山大道83号,,,,
22586,桂城德宝花苑,桂城叠南,,,,
22590,名雅花园,南海市黄岐区北村大道,,,,
22614,鸿晖都市产业新城,佛山市南海区桂城街道桂平中路65号,,,,
26496,美立方花园,佛山市南海区狮山镇红星南路,,,,
22619,康怡花园,平洲区商业城内,,,,
22633,乐怡花园,平洲平洲商业城内,,,,
22640,康怡丽苑,佛山市南海区平洲佛平五路与桂平东路交汇处,,,,
22654,康怡花园四期,佛山市南海区桂城街道南港路2号,,,,
22660,依岸康堤花园,佛山市南海区桂城街道桂平中路63号,,,,
23079,三山综合市场,平洲区三山西江村侧,,,,
23081,桂城御景苑,海六路,,,,
23086,丹灶湖景公寓,丹灶仙湖,,,,
23090,朗晴轩,平洲区三山基业花园内,,,,
23105,基业花园,平洲三山,,,,
23107,桂城豪贤花园,桂城叠漖大道,,,,
23109,桂城嘉骏苑,桂城海二路,,,,
23115,桂城金桂花园,桂城海三路,,,,
23119,桃园名苑,松岗镇新城区桥西,,,,
23124,松岗商业广场,南海区松岗镇禅炭路东侧,,,,
23126,柏涛轩,松岗镇沿江路西段,,,,
23130,富景花园,佛山市南海区桂城街道平洲南港路,,,,
23148,海逸城市花园,平洲平西福宁围,,,,
26538,领地海纳公馆商业楼,佛山市南海区里水镇-里水,,,,
23159,嘉庆花园嘉庆楼,狮山镇小塘四环路45号,,,,
23165,嘉庆花园嘉怡楼,狮山镇小塘城区四环路,,,,
23166,裕祥轩,佛山市南海区狮山镇小塘塘新中路65号,,,,
23170,桂城骏成花园,桂城海三路北侧G4街区,,,,
23181,桂城兴业新邨,南海大道,,,,
23209,桂城怡翠花园二期,南海桂城,,,,
23216,桂城怡翠花园四期,桂城佛平路3号,,,,
23218,怡翠馨园,佛山市南海区桂城街道简平路2号,,,,
23239,桂城怡翠花园三期,南海桂城,,,,
23244,桂城怡翠花园一期,桂城,,,,
23247,黄岐商业中心,佛山市南海区黄岐宏威路,,,,
23262,雍景商城,佛山市南海区盐步穗盐路,,,,
23269,雅居乐御景名门花园,广东省佛山市南海区大沥镇广佛新干线盐步地段御景名门花园,,,,
23284,花地湾雍景豪园,南海市盐步镇穗盐路花地湾雍景豪园,,,,
23358,星照人家花园,"佛山市南海区里水镇甘蕉村上街""虎头岗""",,,,
23371,金纺楼,西樵轻纺城,,,,
23373,海畔花园,南海市和顺镇金逢路北侧灶岗段,,,,
23383,桂城鹿璟村,佛山市南海区桂城,,,,
23394,桂城富豪住宅小区,南新一路12号至22号,,,,
23417,御景城市花园,佛山市南海区佛平路南侧,,,,
23425,桂城雅景楼,桂城岗74区,,,,
23427,亮庭轩,佛山市南海区桂城街道南海大道北32号,,,,
27116,万怡新都,佛山市南海区狮山镇-小塘兴祥东邨,,,,
23432,桂城七街区苑中苑,桂城南兴四路,,,,
23434,桂城金华居0176,桂城海三路,,,,
23438,桂城金瑞大厦,桂城海三路,,,,
23440,桂城毓苑小区,桂城,,,,
25874,凯业公馆,南海区狮山镇小塘福源路2号凯业公馆,,,,
23443,桂城豪景楼,桂城,,,,
23445,恒盛轩,广东省佛山市南海区狮山镇松岗桃园一路8号,,,,
23447,俊琴轩,佛山市南海区桂城街道南海大道北58号俊琴轩,,,,
23449,碧云轩,大沥凤池新区碧云轩,,,,
23451,桂城东二路口商住楼,桂城东二路口,,,,
23453,盛景楼,桂城街道佛平二路南侧兴一路西侧28街区,,,,
26476,翠林豪庭,佛山市南海区里水镇-里水上亨田路3号,,,,
23456,桂城东海花园,桂城南海大道58街区,,,,
27127,<null>,<null>,,,,
27131,<null>,<null>,,,,
23472,清华园,佛山市南海区桂城南新一路,,,,
23475,桂城东怡花园,桂城桂澜中路6号,,,,
23498,桂城名苑二区,桂城南一路,,,,
23505,名苑三区,桂城南一路西侧G5街区,,,,
23508,南粮-里水商品楼,里水,,,,
23511,俊景花园一、二期,狮山区中心城区,,,,
25917,碧翠豪城,罗村镇罗湖大道北湖一路,,,,
25935,星海豪庭,佛山市南海区丹灶镇横江海滨东路36号,,,,
25937,仙湖花园13号楼,南海区丹灶镇仙湖旅游度假区,,,,
