terminalId,terminalCode,shopName,category,shopType,shopAddress,location,adminId,creater,confirmStatus,terminalStatus,cityCode,cityName,shopManagerName,managerCode,managerName,soleTraderCode,soleTraderName,salesmanCode,salesmanName,terminalClusterCode,contactPhone,createrTime,locatedType,locatedTime,pname,cname,vname,dname,address-gd
c0b3b545764f4befb15aac58b946c85c,230102Z230102ZLS002012,哈尔滨人民同泰医药连锁店锦江分店,1,3,河松街8号,"[126.59884206144,45.754506156238]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,徐辉,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18646125636,2016-02-20T05:25:49.000Z,,,,,,,
93c47e580aa348b5972589c20ee5091c,230102Z230102ZLS002041,哈尔滨人民同泰医药连锁店中泰分店,1,3,哈尔滨市道里区石头道街10号,"[126.63770595667,45.778247903518]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,付本琴,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13104511828,2016-02-20T05:24:15.000Z,,,,,,,
994f10f2429b4e7d906642ff7f40f9eb,230102Z230102ZLS002027,哈尔滨人民同泰医药连锁店新城分店,1,3,哈尔滨市道里区工农大街631号,"[126.57072242862,45.727904363005]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,王丽娜,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13945086811,2016-02-20T05:17:05.000Z,,,,,,,
9776954d10e24e38983e6ac0c17947fb,230102Z230102ZLS002019,哈尔滨人民同泰医药连锁店新乡分店,1,3,哈尔滨市道里区工农大街453号,"[126.611354,45.752336]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,穆杰,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18003614626,2016-02-20T05:09:02.000Z,,,,,,,
9004479f2cdb42e490fe294b449bca14,230102Z230102ZLS002043,哈尔滨人民同泰医药连锁店中西药分店,1,3,顾乡大街100号,"[126.59552952394,45.744134273365]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,张泽君,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15804612677,2016-02-20T05:05:05.000Z,,,,,,,
bcfd477de81f48c2b5989c06b1eed82a,230102Z230102ZLS002017,哈尔滨人民同泰医药连锁店乐买分店,1,3,哈尔滨市道里区经纬街340号,"[126.61232661708,45.778723063322]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,蔡黎黎,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13836171101,2016-02-20T05:03:49.000Z,,,,,,,
3bfeb47b1a504c4da42c3ed15ae84aa9,230102Z230102ZLS002049,哈尔滨人民同泰医药连锁店河鼓分店,1,3,河政街9号,"[126.60014867645,45.758665338507]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,徐海东,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13633654289,2016-02-20T04:57:54.000Z,,,,,,,
416a22456cec4531bcfff63564fc0f35,230102Z230102ZLS002047,哈尔滨人民同泰医药连锁店霁虹分店,1,3,河柏小区701栋1层9号,"[126.59114075625,45.746399382801]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,朱卫东,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13796068090,2016-02-20T04:49:27.000Z,,,,,,,
40c84e73853f45fc87c05156d363a9e1,230102Z230102ZLS002050,哈尔滨人民同泰医药连锁店新亭分店,1,3,哈尔滨市道里区安阳路55号,"[126.36841846875,45.686139243933]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,王增全,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18686733379,2016-02-20T04:45:43.000Z,,,,,,,
40b4e2bd7c9541d891dbf395b38f8b32,230102Z230102ZLS002014,哈尔滨人民同泰医药连锁店城乡路分店,1,3,哈尔滨市道里区城乡路405号,"[126.56958384045,45.720681796547]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,于文倩,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13895799800,2016-02-20T04:45:13.000Z,,,,,,,
8652ea5b4c0d4c8f835bbff861cb74b8,230102Z230102ZLS002046,哈尔滨人民同泰医药连锁店哈双分店,1,3,哈市道里区阳光颐养花园12栋1层1号,"[126.54418440487,45.723971858533]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,岳洋,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15636166053,2016-02-20T04:45:04.000Z,,,,,,,
34c194c8b7564dd7a734b277f0e0bacd,230102Z230102ZLS002036,哈尔滨人民同泰医药连锁店美晨分店,1,3,哈尔滨市道里区工农大街美晨家园1号楼商服单元1层15号,"[126.5856188651,45.739708743814]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,武月,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13946107810,2016-02-20T04:21:55.000Z,,,,,,,
b59eaca6857e47dcbe53557702052454,230102Z230102ZLS002015,哈尔滨人民同泰医药连锁店民尚分店,1,3,哈尔滨市道里区民生尚都小区瑞园31栋M5门市,"[126.56481353008,45.729408436979]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,徐蕾,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18686719001,2016-02-20T04:19:12.000Z,,,,,,,
331cb92342134abd85109a8890086d4d,230102Z230102ZLS002031,哈尔滨人民同泰医药连锁店工程分店,1,3,哈市道里区工程街142号,"[126.60881385536,45.775619226924]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,孔阳,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18686894098,2016-02-20T04:15:03.000Z,,,,,,,
32d3621bcc0d459cb58d7855bb8f6057,230102Z230102ZLS002018,哈尔滨人民同泰医药连锁店山水分店,1,3,哈尔滨市道里区工农大街B02栋1层8号门市,"[126.57042513231,45.727840032143]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,赵春燕,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13796112347,2016-02-20T04:14:08.000Z,,,,,,,
2d925a6de6404d12a4f9b3e322328243,230102Z230102ZLS002016,哈尔滨人民同泰医药连锁店通江分店,1,3,道理区通江街155号,"[126.61956812369,45.782123402311]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,姜颖,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15046770162,2016-02-20T04:13:57.000Z,,,,,,,
30df7599f77f4ac8aebcf33bbcf324bb,230102Z230102ZLS002013,哈尔滨人民同泰医药连锁店大安分店,1,3,道里区经纬街208号,"[126.62079982721,45.775609517599]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,石雪微,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13945057936,2016-02-20T04:05:04.000Z,,,,,,,
2b09298b4aff482b873e67c5284c1258,230102Z230102ZLS002001,哈尔滨人民同泰医药连锁店民安分店,1,3,道里区群力第四大道1267号,"[126.558344,45.737629]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,赵岩,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13936524627,2016-02-20T04:02:01.000Z,,,,,,,
1b8cc7a2958d4b50b33c087b6be4cfa4,230102Z230102ZLS002035,哈尔滨人民同泰医药连锁店安阳分店,1,3,道里区安阳路184号,"[126.58947888657,45.74477427724]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,卫莹,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13766869181,2016-02-20T03:51:07.000Z,,,,,,,
662e235d5eae4600a4cc5cf57453a7f4,230102Z230102ZLS002042,哈尔滨人民同泰医药连锁店光辉分店,1,3,哈尔滨市道里区新阳路321号,"[126.61423294803,45.757023962285]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,路红芳,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13009711382,2016-02-20T03:18:06.000Z,,,,,,,
f58293b92f204c5a9f002f9be15f01c9,230102Z230102ZLS002037,哈尔滨人民同泰医药连锁店友谊分店,1,3,哈尔滨市道里区高谊街91号,"[126.61667584315,45.78252624337]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,张淑凤,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13614511668,2016-02-20T03:19:52.000Z,,,,,,,
a75f0af2fc924504bdab1a62ea7cc2da,230102Z230102ZLS002024,哈尔滨人民同泰医药连锁店新发分店,1,3,道里区新发镇新发百货大楼,"[126.49134963476,45.674762692287]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,李忠霞,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13703603717,2016-02-20T03:21:50.000Z,,,,,,,
a854b2efe5ed480ca79531798ff05963,230102Z230102ZLS002039,哈尔滨人民同泰医药连锁店埃德分店,1,3,哈尔滨市埃德蒙顿路54号,"[126.59752963529,45.740003011361]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,李晓婷,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13936520767,2016-02-20T03:24:24.000Z,,,,,,,
1f8911eb09634dd6be5712f2ccc477e4,230102Z230102ZLS002048,哈尔滨人民同泰医药连锁店抚新分店,1,3,道里区抚顺街48号,"[126.62873186935,45.766864232942]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,李颖,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13845115055,2016-02-20T03:40:52.000Z,,,,,,,
7af6038bd15845919c339de172f868b1,230102Z230102ZLS002025,哈尔滨人民同泰医药连锁店中央大药房分店,1,3,哈尔滨市道里区中央大街77号,"[126.65771685545,45.773224633239]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,李敬波,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13845068815,2016-02-20T03:45:51.000Z,,,,,,,
74ad3754917543f7864fc395f5170955,230102Z230102ZLS002032,哈尔滨人民同泰医药连锁店经纬分店,1,3,道理区经纬街133号,"[126.62596956194,45.774120870873]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,臧玲,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13936440514,2016-02-20T03:47:07.000Z,,,,,,,
5eed1ec25c24434ab86ecb9c6e5bc26e,230102Z230102ZLS002003,哈尔滨人民同泰医药连锁店大桥分店,1,3,哈药路416号,"[126.60039073161,45.766336008872]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,贾建军,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13936286106,2016-02-20T03:03:08.000Z,,,,,,,
5d4b1aff51b344a9bfebf2af64827557,230102Z230102ZLS002023,哈尔滨人民同泰医药连锁店宜居分店,1,3,哈尔滨市道理区哈双北路宜居家园A栋104-6门市,"[126.52374688554,45.722177917025]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,于洋,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15804511849,2016-02-20T03:00:01.000Z,,,,,,,
5cd64f50b9d94e4abe6242c8a1bb8a59,230102Z230102ZLS002038,哈尔滨人民同泰医药连锁店江畔分店,1,3,友谊路416号,"[126.605004934,45.77332200053]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,秦伟佳,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13613619097,2016-02-20T02:59:12.000Z,,,,,,,
05ebad27e58d43459bc5fdb7300facba,230102Z230102ZLS002026,哈尔滨人民同泰医药连锁店太平庄分店,1,3,哈尔滨市道里区太平镇太平村,"[126.19826096295,45.63798529627]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,邹兴辉,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15124584555,2016-02-20T02:48:29.000Z,,,,,,,
047c4959e1414f6ebfe82a48a73f147f,230102Z230102ZLS002022,哈尔滨人民同泰医药连锁店爱建分店,1,3,道里区上海街96号,"[126.61050182262,45.767095655875]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,魏晓达,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15694512720,2016-02-20T02:45:44.000Z,,,,,,,
00ab83d1c2eb492f903e6e00c5375336,230102Z230102ZLS002010,哈尔滨人民同泰医药连锁店河松分店,1,3,道里区河松街185号,"[126.58779192721,45.755048313488]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,姜明威,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13664611183,2016-02-20T02:38:46.000Z,,,,,,,
034ac14f67e84df8a0c50f7c7ebdf4c9,230102Z230102ZLS002005,哈尔滨人民同泰医药连锁店康安分店,1,3,道里区群力西区民生尚都怡园e45b005号商服,"[126.516815,45.720897]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",1,1,230102,黑龙江省哈尔滨市道里区,王红秋,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15694512812,2016-02-20T02:43:32.000Z,,,,,,,
acb68cb9aba54438b883e37a5d97f57f,230102Z230102ZLS002051,哈尔滨人民同泰医药连锁店建通分店,1,3,建国街235号,"[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,孔丽,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13945077181,2016-02-25T11:36:36.000Z,,,,,,,
6195c7a24fc74ade8d863ed0a0a1b391,230102Z230102ZLS002052,哈尔滨人民同泰医药连锁店北方分店,1,3,道里区新阳路84号,"[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,徐艳凤,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15846003396,2016-02-26T12:34:59.000Z,,,,,,,
9015f668385d4eb88bbc0abc632335c0,230102Z230102ZLS002002,齿轮路分店,1,3,丽江路775号,"[126.56925480181,45.721969841123]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,朱卫东,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13603646789,2016-03-07T15:01:03.000Z,,,,,,,
fe288e9d15364b7da79b9c0aa1d64f57,230102Z230102ZLS002006,建国分店,1,3,建国街-123号,"[126.60975362306,45.757939587735]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,王月鹏,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18846813252,2016-03-07T15:01:40.000Z,,,,,,,
3aa18c69ace04f08a7b5597474e02c3f,230102Z230102ZLS002054,东安分店,1,3,哈尔滨市道里区群力第七大道1773号,"[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,陈金波,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13804557723,2016-03-09T11:08:30.000Z,,,,,,,
6e6e81bff2dd4a6f92d164a405c7eb64,230102Z230102ZLS002053,人民同泰益民分店,1,3,"""null""","[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,于印中,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13796680199,2016-03-16T16:12:25.000Z,,,,,,,
1c9c0930472a452eb5afa9fedd184733,230102ZYD001,test00010001,1,1,江苏省宿迁市市辖区123,"[118.29689337855,33.952049733709]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,123,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13654503588,2016-04-06T10:57:51.000Z,,,,,,,
3c41a1ed9445474691f91808dcad084c,230102ZYD002,测试巴巴,1,1,"""null""","[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,好好干,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13157022227,2016-04-07T16:10:36.000Z,,,,,,,
564bf7ab2481400e9d124c1ec64b9d04,230102ZYD003,新新药店群力26,1,1,丽江路远大都市,"[126.36841846875,45.686139243933]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,张富江,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18504509270,2016-05-21T11:39:28.000Z,,,,,,,
b78c16aba7bf49caab63620da69f4e61,230102ZLS001,测试新版本,1,2,群力大道7号,"[126.36841846875294,45.68613924393256]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,孙艺嘉,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,13936196647,2016-10-20T08:38:04.000Z,,,,,,,
76a8d71932a74c7ab9bf17a9984d2434,230102Z230102ZLS001008,测试帐号,1,3,道里区群力大道,"[126.36841846875294,45.68613924393256]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,小王,,,1000113,哈尔滨人民同泰医药连锁店,,,230102Z,15246782391,2016-10-20T08:43:04.000Z,,,,,,,
151ce2390fb1429c9f7ea1f348c88b2a,230102Z230102ZLS001009,测试不用回访,1,3,125,"[126.36841846875294,45.68613924393256]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,你,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,15561569591,2016-10-20T08:50:04.000Z,,,,,,,
45c0df2d811c4854bbb2b4026c490aba,230102Z230102ZLS001020,演示药店,1,3,群力大道,"[126.36841846875294,45.68613924393256]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,龚,,,SY001552,哈尔滨人民同泰医药连锁店,,,230102Z,18545000763,2016-10-20T08:57:05.000Z,,,,,,,
4bf124d2dcb349fc8fbc3ce4c6671a3e,230102ZYD004,人民同泰康泰永安分店,1,1,黑龙江省哈尔滨市道里区群力大道10号,"[126.36841846875294,45.68613924393256]",yedaibao,"{""loginName"":""业代宝"",""userGuid"":""yedaibao""}",1,1,230102,黑龙江省哈尔滨市道里区,于印忠,,,1000113,哈尔滨人民同泰医药连锁店,,,230102Z,18245071936,2017-04-17T11:58:20.000Z,,,,,,,
d0abc0c7df854a91849987fa4cd0bab7,230102C230108ALS001010,哈尔滨健康医药连锁有限公司红专分店,1,3,黑龙江省哈尔滨市道里区道里区红专街55号,"[126.62316487194,45.779153136297]",54a0be656eb4ecb727cb0d10,"{""loginName"":""admin"",""userGuid"":""54a0be656eb4ecb727cb0d10""}",2,1,230102,黑龙江省哈尔滨市道里区,刘雅梅,2E+17,孙力力,SY001613,哈药集团医药有限公司药品分公司,2E+17,关金生,230102C,18646111048,2016-02-20T07:14:04.000Z,g,2016-10-27T21:57:44.000Z,,,,,
